NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,RapportExprimes,RapportInscrits
9,BOYE,André,M.,DVD,Divers droite,237,"   0,48","   0,26",non,01312,0.48,0.26
10,RAVENET,Jérôme,M.,ECO,Ecologiste,439,"   0,88","   0,49",non,01312,0.88,0.49
11,VILORIA,Patrick,M.,DVD,Divers droite,2311,"   4,65","   2,59",non,01312,4.65,2.59
12,DIARD,Eric,M.,UMP,Union pour un Mouvement Populaire,13968,"  28,11","  15,69",Bal.,01312,28.11,15.69
13,LABRANCHE,Jean-Claude,M.,FG,Front de gauche,3528,"   7,10","   3,96",non,01312,7.1,3.96
1,FAJRY,Adil,M.,EXG,Extrême gauche,680,"   1,28","   0,75",non,01313,1.28,0.75
2,COULOMB,Véronique,Mme,VEC,Europe-Ecologie-Les Verts,1062,"   1,99","   1,17",non,01313,1.99,1.17
3,RAIMONDI,René,M.,SOC,Socialiste,13234,"  24,82","  14,60",Bal.,01313,24.82,14.6
4,CHARROUX,Gaby,M.,FG,Front de gauche,14617,"  27,41","  16,13",Bal.,01313,27.41,16.13
5,LARIVIERE,Roland,M.,EXD,Extrême droite,330,"   0,62","   0,36",non,01313,0.62,0.36
6,LOMBARD,Paul,M.,DVG,Divers gauche,2156,"   4,04","   2,37",non,01313,4.04,2.37
7,LAUMONIER,Dominique,M.,ECO,Ecologiste,400,"   0,75","   0,44",non,01313,0.75,0.44
8,GUYONNAUD-MEUGNOT,Monique,Mme,DVD,Divers droite,197,"   0,37","   0,21",non,01313,0.37,0.21
9,ESPALLARDO,Béatrix,Mme,FN,Front National,11567,"  21,69","  12,76",Bal.,01313,21.69,12.76
10,ZAKARIAN,Anne,Mme,NCE,Nouveau Centre,1044,"   1,96","   1,15",non,01313,1.96,1.15
11,ROCHE,Anne,Mme,EXG,Extrême gauche,164,"   0,31","   0,18",non,01313,0.31,0.18
12,VASSEROT,Michèle,Mme,UMP,Union pour un Mouvement Populaire,7875,"  14,77","   8,69",non,01313,14.77,8.69
1,HAMY,Geneviève,Mme,VEC,Europe-Ecologie-Les Verts,2224,"   4,05","   2,36",non,01314,4.05,2.36
2,ROBERT,Bertrand,M.,AUT,Autres,229,"   0,42","   0,24",non,01314,0.42,0.24
3,MAUNIER,Joséfa,Mme,ECO,Ecologiste,480,"   0,87","   0,51",non,01314,0.87,0.51
4,CIOT,Jean-David,M.,SOC,Socialiste,19554,"  35,60","  20,81",Bal.,01314,35.6,20.81
5,MARIA,Charlotte,Mme,EXG,Extrême gauche,146,"   0,27","   0,15",non,01314,0.27,0.15
6,SOLARI,Josyane,Mme,FN,Front National,7770,"  14,15","   8,27",non,01314,14.15,8.27
7,CAYOL,Pierre,M.,DVD,Divers droite,388,"   0,71","   0,41",non,01314,0.71,0.41
8,DURRIEU,Josiane,Mme,FG,Front de gauche,3273,"   5,96","   3,48",non,01314,5.96,3.48
9,LEFEBVRE,François,M.,EXG,Extrême gauche,190,"   0,35","   0,20",non,01314,0.35,0.2
10,NEVEU,Philippe,M.,DVD,Divers droite,418,"   0,76","   0,44",non,01314,0.76,0.44
11,BOULAN,Michel,M.,DVD,Divers droite,4577,"   8,33","   4,87",non,01314,8.33,4.87
12,HOUAMRIA,Malik,M.,ECO,Ecologiste,0,"   0,00","   0,00",non,01314,0.0,0.0
13,JOISSAINS-MASINI,Maryse,Mme,UMP,Union pour un Mouvement Populaire,15675,"  28,54","  16,68",Bal.,01314,28.54,16.68
1,MOULET,Franck,M.,EXG,Extrême gauche,235,"   0,40","   0,23",non,01315,0.4,0.23
2,SEYMARD,Marc-Antoine,M.,EXD,Extrême droite,446,"   0,75","   0,45",non,01315,0.75,0.45
3,POZZETTO,Michel,M.,EXG,Extrême gauche,206,"   0,35","   0,20",non,01315,0.35,0.2
4,PONSDESSERRE,Olivia,Mme,FN,Front National,14740,"  24,95","  14,99",Bal.,01315,24.95,14.99
5,REYNES,Bernard,M.,UMP,Union pour un Mouvement Populaire,20954,"  35,46","  21,31",Bal.,01315,35.46,21.31
6,MAKOWKA,Stanislas,M.,ECO,Ecologiste,1046,"   1,77","   1,06",non,01315,1.77,1.06
7,AUBERT,Nicette,Mme,DVG,Divers gauche,16744,"  28,34","  17,03",Bal.,01315,28.34,17.03
8,APEDDU,Stella,Mme,FG,Front de gauche,3117,"   5,28","   3,17",non,01315,5.28,3.17
9,MAURIN,Didier,M.,CEN,Le Centre pour la France,962,"   1,63","   0,97",non,01315,1.63,0.97
10,BOURGIN,Sylvain,M.,DVD,Divers droite,309,"   0,52","   0,31",non,01315,0.52,0.31
11,PRESTI,Jérôme,M.,AUT,Autres,330,"   0,56","   0,33",non,01315,0.56,0.33
1,HAAS,Mireille,Mme,EXD,Extrême droite,0,"   0,00","   0,00",non,01316,0.0,0.0
2,LAUPIES,Valérie,Mme,FN,Front National,14967,"  28,98","  16,89",Bal.,01316,28.98,16.89
3,VAUZELLE,Michel,M.,SOC,Socialiste,19828,"  38,40","  22,38",Bal.,01316,38.4,22.38
4,REGIS,Christian,M.,EXG,Extrême gauche,115,"   0,22","   0,12",non,01316,0.22,0.12
5,BONHOMME,Emmanuelle,Mme,FG,Front de gauche,3425,"   6,63","   3,86",non,01316,6.63,3.86
6,DJERARI,Salim,M.,VEC,Europe-Ecologie-Les Verts,1217,"   2,36","   1,37",non,01316,2.36,1.37
7,PIGNOLO,Bernard,M.,ECO,Ecologiste,145,"   0,28","   0,16",non,01316,0.28,0.16
8,CHASSAIN,Roland,M.,UMP,Union pour un Mouvement Populaire,11681,"  22,62","  13,18",Bal.,01316,22.62,13.18
9,DUBOST,Guy,M.,EXG,Extrême gauche,260,"   0,50","   0,29",non,01316,0.5,0.29
1,CASEVITZ,Pierre,M.,EXG,Extrême gauche,210,"   0,51","   0,29",non,01401,0.51,0.29
2,DUPONT,Béatrice,Mme,FG,Front de gauche,3040,"   7,44","   4,33",non,01401,7.44,4.33
3,L'ORPHELIN,Rudy,M.,VEC,Europe-Ecologie-Les Verts,2595,"   6,35","   3,69",non,01401,6.35,3.69
4,DE VILLEROCHE,Sabine,Mme,FN,Front National,3146,"   7,70","   4,48",non,01401,7.7,4.48
5,BRUNEAU,Joël,M.,UMP,Union pour un Mouvement Populaire,11199,"  27,39","  15,95",Bal.,01401,27.39,15.95
6,LAILLER,Philippe,M.,CEN,Le Centre pour la France,4140,"  10,13","   5,89",non,01401,10.13,5.89
7,DURON,Philippe,M.,SOC,Socialiste,16200,"  39,63","  23,07",Bal.,01401,39.63,23.07
8,DECOLLOGNE,Michel,M.,DVD,Divers droite,1,"   0,00","   0,00",non,01401,0.0,0.0
9,BERGAR,Didier,M.,EXG,Extrême gauche,107,"   0,26","   0,15",non,01401,0.26,0.15
10,HULBERT,Marie-Pierre,Mme,EXG,Extrême gauche,243,"   0,59","   0,34",non,01401,0.59,0.34
1,DUMONT,Laurence,Mme,SOC,Socialiste,17837,"  45,97","  26,57",Bal.,01402,45.97,26.57
2,AMIEL,Caroline,Mme,VEC,Europe-Ecologie-Les Verts,1276,"   3,29","   1,90",non,01402,3.29,1.9
3,TANCELIN-GOUESLARD,Jacqueline,Mme,EXG,Extrême gauche,98,"   0,25","   0,14",non,01402,0.25,0.14
4,LENEVEU,Gérard,M.,FG,Front de gauche,2952,"   7,61","   4,39",non,01402,7.61,4.39
5,SADY,Christophe,M.,ECO,Ecologiste,174,"   0,45","   0,25",non,01402,0.45,0.25
6,FRANCOIS,Amandine,Mme,UMP,Union pour un Mouvement Populaire,4650,"  11,98","   6,92",non,01402,11.98,6.92
7,THOMAS,Rodolphe,M.,CEN,Le Centre pour la France,8013,"  20,65","  11,93",Bal.,01402,20.65,11.93
8,LE BRIS,Florine,Mme,EXG,Extrême gauche,165,"   0,43","   0,24",non,01402,0.43,0.24
9,GARCIA,Christophe,M.,EXG,Extrême gauche,130,"   0,34","   0,19",non,01402,0.34,0.19
10,ANHICHEM,Driss,M.,DVG,Divers gauche,172,"   0,44","   0,25",non,01402,0.44,0.25
11,DUCANDAS,Jean Paul,M.,EXG,Extrême gauche,71,"   0,18","   0,10",non,01402,0.18,0.1
12,MAL,Christophe,M.,FN,Front National,3239,"   8,35","   4,82",non,01402,8.35,4.82
13,LE DENMAT,Eric,M.,CEN,Le Centre pour la France,28,"   0,07","   0,04",non,01402,0.07,0.04
1,LANGEVIN,Michel,M.,EXG,Extrême gauche,422,"   0,94","   0,53",non,01403,0.94,0.53
2,LINARES,Sandrine,Mme,FN,Front National,6702,"  14,88","   8,54",non,01403,14.88,8.54
3,LOISEAU,Serge,M.,FG,Front de gauche,2039,"   4,53","   2,59",non,01403,4.53,2.59
4,MICHAUX,Sabine,Mme,VEC,Europe-Ecologie-Les Verts,1539,"   3,42","   1,96",non,01403,3.42,1.96
5,VALTER,Clotilde,Mme,SOC,Socialiste,17354,"  38,52","  22,11",Bal.,01403,38.52,22.11
6,ANNOOT,Christine,Mme,DVD,Divers droite,1063,"   2,36","   1,35",non,01403,2.36,1.35
7,LETEURTRE,Claude,M.,NCE,Nouveau Centre,15656,"  34,75","  19,94",Bal.,01403,34.75,19.94
8,MUSSLE,Christophe,M.,EXG,Extrême gauche,272,"   0,60","   0,34",non,01403,0.6,0.34
1,LE JONCOUR,Pierre-Claude,M.,DVD,Divers droite,873,"   1,54","   0,89",non,01404,1.54,0.89
2,AMELINE,Nicole,Mme,UMP,Union pour un Mouvement Populaire,23194,"  41,04","  23,73",Bal.,01404,41.04,23.73
3,DEREC,Caroline,Mme,EXG,Extrême gauche,336,"   0,59","   0,34",non,01404,0.59,0.34
4,GIROND,Arlette,Mme,DVD,Divers droite,678,"   1,20","   0,69",non,01404,1.2,0.69
5,CHAPELLE,Pascal,M.,VEC,Europe-Ecologie-Les Verts,1805,"   3,19","   1,84",non,01404,3.19,1.84
6,MOURARET,Pierre,M.,FG,Front de gauche,4957,"   8,77","   5,07",non,01404,8.77,5.07
7,LEBRETON,Gilles,M.,FN,Front National,7120,"  12,60","   7,28",non,01404,12.6,7.28
8,LE MARREC,Clémentine,Mme,SOC,Socialiste,17315,"  30,64","  17,71",Bal.,01404,30.64,17.71
9,LIARD,Sophie,Mme,EXG,Extrême gauche,240,"   0,42","   0,24",non,01404,0.42,0.24
1,GOMONT,Patrick,M.,NCE,Nouveau Centre,8241,"  15,98","   9,53",non,01405,15.98,9.53
2,MOISAN,Michel,M.,EXG,Extrême gauche,231,"   0,45","   0,26",non,01405,0.45,0.26
3,CHAPRON,Philippe,M.,FN,Front National,5798,"  11,24","   6,70",non,01405,11.24,6.7
4,JOLIVEAU,Charline,Mme,EXG,Extrême gauche,248,"   0,48","   0,28",non,01405,0.48,0.28
5,BOISSEL,Anne,Mme,DVD,Divers droite,1012,"   1,96","   1,17",non,01405,1.96,1.17
6,LAVISSE,Jean-Pierre,M.,DVG,Divers gauche,10048,"  19,48","  11,62",non,01405,19.48,11.62
7,NOUVELOT,Cédric,M.,UMP,Union pour un Mouvement Populaire,12391,"  24,02","  14,33",Bal.,01405,24.02,14.33
8,SADY,Jean-Michel,M.,ECO,Ecologiste,514,"   1,00","   0,59",non,01405,1.0,0.59
9,ATTARD,Isabelle,Mme,VEC,Europe-Ecologie-Les Verts,11074,"  21,47","  12,81",Bal.,01405,21.47,12.81
10,BRUN,Mireille,Mme,FG,Front de gauche,1960,"   3,80","   2,26",non,01405,3.8,2.26
11,DETEY,Aurélien,M.,EXG,Extrême gauche,68,"   0,13","   0,07",non,01405,0.13,0.07
1,DECKER,Laurent,M.,VEC,Europe-Ecologie-Les Verts,1875,"   3,41","   2,06",non,01406,3.41,2.06
2,LEZEMENT,Serge,M.,DVG,Divers gauche,369,"   0,67","   0,40",non,01406,0.67,0.4
3,TOURRET,Alain,M.,RDG,Radical de Gauche,22826,"  41,47","  25,08",Bal.,01406,41.47,25.08
4,GEORGET,Pascale,Mme,EXG,Extrême gauche,273,"   0,50","   0,30",non,01406,0.5,0.3
5,BOUFROU,Viviane,Mme,FG,Front de gauche,2066,"   3,75","   2,27",non,01406,3.75,2.27
6,COUSIN,Jean-Yves,M.,UMP,Union pour un Mouvement Populaire,20669,"  37,55","  22,71",Bal.,01406,37.55,22.71
7,LEBOEUF,Marie-Françoise,Mme,FN,Front National,5860,"  10,65","   6,44",non,01406,10.65,6.44
8,HEUZE,Hubert,M.,PRV,Parti radical,496,"   0,90","   0,54",non,01406,0.9,0.54
9,LEROY,Gérard,M.,EXG,Extrême gauche,336,"   0,61","   0,36",non,01406,0.61,0.36
10,HEROUARD,Christiane,Mme,DVD,Divers droite,269,"   0,49","   0,29",non,01406,0.49,0.29
1,DESCOEUR,Vincent,M.,UMP,Union pour un Mouvement Populaire,16478,"  41,23","  25,57",Bal.,01501,41.23,25.57
2,BRE,François,M.,AUT,Autres,2,"   0,01","   0,00",non,01501,0.01,0.0
3,BESSAT,Vincent,M.,VEC,Europe-Ecologie-Les Verts,1049,"   2,62","   1,62",non,01501,2.62,1.62
4,DROUAULT,Philippe,M.,FN,Front National,2164,"   5,41","   3,35",non,01501,5.41,3.35
5,SOULENQ-MOISSINAC,Nicole,Mme,CEN,Le Centre pour la France,786,"   1,97","   1,21",non,01501,1.97,1.21
6,GALEAU,Thierry,M.,FG,Front de gauche,1347,"   3,37","   2,09",non,01501,3.37,2.09
7,DAUVILLIER,Rémy,M.,EXG,Extrême gauche,179,"   0,45","   0,27",non,01501,0.45,0.27
8,MAZIERES,Chantal,Mme,DVG,Divers gauche,805,"   2,01","   1,24",non,01501,2.01,1.24
9,CALMETTE,Alain,M.,SOC,Socialiste,17154,"  42,92","  26,62",Bal.,01501,42.92,26.62
1,GUIBERT,Pauline,Mme,FN,Front National,2062,"   5,86","   3,65",non,01502,5.86,3.65
2,ARGAILLOT-IVANOV,Gisèle,Mme,DVD,Divers droite,167,"   0,47","   0,29",non,01502,0.47,0.29
3,MARLEIX,Alain,M.,UMP,Union pour un Mouvement Populaire,17688,"  50,24","  31,34",oui,01502,50.24,31.34
4,SALAT,Gérard,M.,SOC,Socialiste,12626,"  35,86","  22,37",non,01502,35.86,22.37
5,ROLLAND,Véronique,Mme,DVD,Divers droite,0,"   0,00","   0,00",non,01502,0.0,0.0
6,DUMAZEL,Dominique,Mme,VEC,Europe-Ecologie-Les Verts,551,"   1,57","   0,97",non,01502,1.57,0.97
7,WALCHLI,Jean-Claude,M.,DVD,Divers droite,587,"   1,67","   1,04",non,01502,1.67,1.04
8,LO VERDE,Claude,M.,ECO,Ecologiste,133,"   0,38","   0,23",non,01502,0.38,0.23
9,DUCAMP,Anne,Mme,EXG,Extrême gauche,115,"   0,33","   0,20",non,01502,0.33,0.2
10,TILMANT-TATISCHEFF,Vladimir,M.,CEN,Le Centre pour la France,570,"   1,62","   1,01",non,01502,1.62,1.01
11,COETMEUR,Henri,M.,FG,Front de gauche,707,"   2,01","   1,25",non,01502,2.01,1.25
1,TARDAT,Cyril,M.,VEC,Europe-Ecologie-Les Verts,1708,"   3,72","   2,02",non,01601,3.72,2.02
2,CARDOSO,Marie-Christine,Mme,FN,Front National,4757,"  10,35","   5,64",non,01601,10.35,5.64
3,BOUTET DE MONVEL,Marie-Hélène,Mme,FG,Front de gauche,2763,"   6,01","   3,27",non,01601,6.01,3.27
4,PINVILLE,Martine,Mme,SOC,Socialiste,23009,"  50,08","  27,29",oui,01601,50.08,27.29
5,CHAILLOUX,Alain,M.,DVD,Divers droite,254,"   0,55","   0,30",non,01601,0.55,0.3
6,DE LORGERIL,Dominique,M.,AUT,Autres,546,"   1,19","   0,64",non,01601,1.19,0.64
7,DEBOEUF,Michel,M.,EXG,Extrême gauche,304,"   0,66","   0,36",non,01601,0.66,0.36
8,YOU,Vincent,M.,DVD,Divers droite,2017,"   4,39","   2,39",non,01601,4.39,2.39
9,TARRIUS,Catherine,Mme,NCE,Nouveau Centre,257,"   0,56","   0,30",non,01601,0.56,0.3
10,SITZIA-LE BLOND,Jean-Carlo,M.,DVD,Divers droite,68,"   0,15","   0,08",non,01601,0.15,0.08
11,COURTOIS,Jean-Pierre,M.,EXG,Extrême gauche,200,"   0,44","   0,23",non,01601,0.44,0.23
12,VOUVET,Elise,Mme,UMP,Union pour un Mouvement Populaire,9964,"  21,69","  11,81",non,01601,21.69,11.81
13,DUCLAUD,Danièle,Mme,DVD,Divers droite,96,"   0,21","   0,11",non,01601,0.21,0.11
1,GILLET,Christophe,M.,FN,Front National,5405,"  11,26","   6,36",non,01602,11.26,6.36
2,TOMASINI,Elisabeth,Mme,DVD,Divers droite,285,"   0,59","   0,33",non,01602,0.59,0.33
3,MALTOR,Marion,Mme,AUT,Autres,253,"   0,53","   0,29",non,01602,0.53,0.29
4,HANRIO,Jocelyne,Mme,PRV,Parti radical,85,"   0,18","   0,10",non,01602,0.18,0.1
5,SOURISSEAU,Jérôme,M.,CEN,Le Centre pour la France,3331,"   6,94","   3,92",non,01602,6.94,3.92
6,GAMINE,Gwenaëlle,Mme,EXG,Extrême gauche,231,"   0,48","   0,27",non,01602,0.48,0.27
7,MIET,Brigitte,Mme,DVD,Divers droite,728,"   1,52","   0,85",non,01602,1.52,0.85
8,GARANDEAU,Françoise,Mme,VEC,Europe-Ecologie-Les Verts,1472,"   3,07","   1,73",non,01602,3.07,1.73
9,REYNAUD,Marie-Line,Mme,SOC,Socialiste,20442,"  42,58","  24,09",Bal.,01602,42.58,24.09
10,MAMET,Sylvie,Mme,FG,Front de gauche,2354,"   4,90","   2,77",non,01602,4.9,2.77
11,L'HUILLIER,Martine,Mme,DVD,Divers droite,309,"   0,64","   0,36",non,01602,0.64,0.36
12,SAUVAITRE,Daniel,M.,UMP,Union pour un Mouvement Populaire,13119,"  27,32","  15,46",Bal.,01602,27.32,15.46
1,MAINGUY,Anne,Mme,EXG,Extrême gauche,312,"   0,57","   0,33",non,01603,0.57,0.33
2,THROMAS,Jean-Pierre,M.,FN,Front National,6428,"  11,74","   6,99",non,01603,11.74,6.99
3,MONROUSSSEAU,François,M.,ECO,Ecologiste,434,"   0,79","   0,47",non,01603,0.79,0.47
4,LAMBERT,Jérôme,M.,SOC,Socialiste,29706,"  54,24","  32,33",oui,01603,54.24,32.33
5,MINBIOLLE,Sylvain,M.,FG,Front de gauche,3299,"   6,02","   3,59",non,01603,6.02,3.59
6,GALLET,Olivier,M.,DVD,Divers droite,774,"   1,41","   0,84",non,01603,1.41,0.84
7,MARIOT-DURANT,Claire,Mme,VEC,Europe-Ecologie-Les Verts,1438,"   2,63","   1,56",non,01603,2.63,1.56
8,DE LUSTRAC,Jean-Marc,M.,UMP,Union pour un Mouvement Populaire,12373,"  22,59","  13,46",non,01603,22.59,13.46
1,HUGUET,Rodolphe,M.,AUT,Autres,62,"   0,10","   0,06",non,01701,0.1,0.06
2,LE CREFF,Michel,M.,DVG,Divers gauche,137,"   0,23","   0,13",non,01701,0.23,0.13
3,ROYAL,Ségolène,Mme,SOC,Socialiste,19005,"  32,03","  19,24",Bal.,01701,32.03,19.24
4,MEMAIN,Esther,Mme,FG,Front de gauche,2019,"   3,40","   2,04",non,01701,3.4,2.04
5,DESVEAUX,Brigitte,Mme,VEC,Europe-Ecologie-Les Verts,2186,"   3,68","   2,21",non,01701,3.68,2.21
6,CHADJAA,Sally,Mme,UMP,Union pour un Mouvement Populaire,11554,"  19,47","  11,69",non,01701,19.47,11.69
7,PRENAT,France,Mme,DVD,Divers droite,256,"   0,43","   0,25",non,01701,0.43,0.25
8,DE LACOSTE LAREYMONDIE,Marie-Françoise,Mme,FN,Front National,4036,"   6,80","   4,08",non,01701,6.8,4.08
9,JAULIN,Arnaud,M.,CEN,Le Centre pour la France,1061,"   1,79","   1,07",non,01701,1.79,1.07
10,IGNACIMOUTTOU,Alain,M.,DVG,Divers gauche,18,"   0,03","   0,01",non,01701,0.03,0.01
11,COLIN,Antoine,M.,EXG,Extrême gauche,197,"   0,33","   0,19",non,01701,0.33,0.19
12,FALORNI,Olivier,M.,DVG,Divers gauche,17155,"  28,91","  17,37",Bal.,01701,28.91,17.37
13,DRAGEON,François,M.,PRV,Parti radical,1117,"   1,88","   1,13",non,01701,1.88,1.13
14,COINDEAU,Michèle,Mme,ECO,Ecologiste,531,"   0,89","   0,53",non,01701,0.89,0.53
1,DOMINGUES,Victor,M.,DVG,Divers gauche,472,"   0,84","   0,48",non,01702,0.84,0.48
2,BAUDON,David,M.,DVG,Divers gauche,7086,"  12,60","   7,26",non,01702,12.6,7.26
3,BILLOT ZELLER,Claude,Mme,EXG,Extrême gauche,195,"   0,35","   0,20",non,01702,0.35,0.2
4,ANGIBAUD,Patrick,M.,VEC,Europe-Ecologie-Les Verts,2144,"   3,81","   2,19",non,01702,3.81,2.19
5,DELCAMPO,Jean-Luc,M.,DVG,Divers gauche,381,"   0,68","   0,39",non,01702,0.68,0.39
6,LEONARD,Jean-Louis,M.,UMP,Union pour un Mouvement Populaire,19238,"  34,22","  19,73",Bal.,01702,34.22,19.73
7,DESIRE,Joan,M.,FN,Front National,5261,"   9,36","   5,39",non,01702,9.36,5.39
8,TALLARD,Suzanne,Mme,SOC,Socialiste,17711,"  31,50","  18,16",Bal.,01702,31.5,18.16
9,DROIN,Dominique,M.,DVD,Divers droite,806,"   1,43","   0,82",non,01702,1.43,0.82
10,BLANCHIER,Gérard,M.,FG,Front de gauche,2685,"   4,78","   2,75",non,01702,4.78,2.75
11,CASTELLO,Frédéric,M.,EXG,Extrême gauche,240,"   0,43","   0,24",non,01702,0.43,0.24
1,TRIFILETTI,Stéphane,M.,VEC,Europe-Ecologie-Les Verts,1630,"   3,51","   1,99",non,01703,3.51,1.99
2,DE CORTE,Joëlle,Mme,ECO,Ecologiste,373,"   0,80","   0,45",non,01703,0.8,0.45
3,MAUDOUX,Pierre,M.,CEN,Le Centre pour la France,1072,"   2,31","   1,31",non,01703,2.31,1.31
4,KLIEWER,Agnès,Mme,FN,Front National,5444,"  11,73","   6,65",non,01703,11.73,6.65
5,QUERE,Catherine,Mme,SOC,Socialiste,20403,"  43,96","  24,95",Bal.,01703,43.96,24.95
6,CARMOUSE,Michelle,Mme,FG,Front de gauche,2564,"   5,52","   3,13",non,01703,5.52,3.13
7,MAUPOUET,Serge,M.,DVG,Divers gauche,535,"   1,15","   0,65",non,01703,1.15,0.65
8,KIKOLSKI,Alexandre,M.,EXG,Extrême gauche,253,"   0,55","   0,30",non,01703,0.55,0.3
9,AUVRAY,Hugues,M.,DVD,Divers droite,366,"   0,79","   0,44",non,01703,0.79,0.44
10,NEVEU,Frédéric,M.,UMP,Union pour un Mouvement Populaire,13344,"  28,75","  16,32",Bal.,01703,28.75,16.32
11,WILLER,Esther,Mme,DVD,Divers droite,429,"   0,92","   0,52",non,01703,0.92,0.52
1,GANTNER,Martine,Mme,DVD,Divers droite,379,"   0,74","   0,43",non,01704,0.74,0.43
2,LAMBERT,Tony,M.,FN,Front National,6946,"  13,57","   7,92",non,01704,13.57,7.92
3,DUGAS-RAVENEAU,Fabienne,Mme,SOC,Socialiste,18129,"  35,41","  20,67",Bal.,01704,35.41,20.67
4,SERRA,Laure,Mme,DVD,Divers droite,524,"   1,02","   0,59",non,01704,1.02,0.59
5,HAYS,Stéphane,M.,AUT,Autres,182,"   0,36","   0,20",non,01704,0.36,0.2
6,BOIFFIER,Jean-Yves,M.,FG,Front de gauche,2168,"   4,23","   2,47",non,01704,4.23,2.47
7,BARRAUD,Valérie,Mme,EXG,Extrême gauche,348,"   0,68","   0,39",non,01704,0.68,0.39
8,VERDUZIER,Valérie,Mme,CEN,Le Centre pour la France,795,"   1,55","   0,90",non,01704,1.55,0.9
9,GUERBOIS,Jean-Luc,M.,VEC,Europe-Ecologie-Les Verts,1243,"   2,43","   1,41",non,01704,2.43,1.41
10,BUSSEREAU,Dominique,M.,UMP,Union pour un Mouvement Populaire,20485,"  40,01","  23,36",Bal.,01704,40.01,23.36
1,QUENTIN,Didier,M.,UMP,Union pour un Mouvement Populaire,25925,"  41,68","  24,45",Bal.,01705,41.68,24.45
2,MOREAU,Sylvie,Mme,ECO,Ecologiste,608,"   0,98","   0,57",non,01705,0.98,0.57
3,LEQUEUX,Pascale,Mme,ECO,Ecologiste,361,"   0,58","   0,34",non,01705,0.58,0.34
4,GUIARD,Jacques,M.,FG,Front de gauche,2340,"   3,76","   2,20",non,01705,3.76,2.2
5,BERNON,Anne,Mme,EXG,Extrême gauche,327,"   0,53","   0,30",non,01705,0.53,0.3
6,RENAULT,Michel,M.,CEN,Le Centre pour la France,957,"   1,54","   0,90",non,01705,1.54,0.9
7,MARCILLAUD,Laurence,Mme,VEC,Europe-Ecologie-Les Verts,1272,"   2,05","   1,19",non,01705,2.05,1.19
8,DE LACOSTE LAREYMONDIE,Jean-Marc,M.,FN,Front National,8769,"  14,10","   8,27",non,01705,14.1,8.27
9,FERCHAUD,Pascal,M.,RDG,Radical de Gauche,21637,"  34,79","  20,41",Bal.,01705,34.79,20.41
1,FROMION,Yves,M.,UMP,Union pour un Mouvement Populaire,14546,"  33,89","  19,75",Bal.,01801,33.89,19.75
2,BEZOUI,Céline,Mme,SOC,Socialiste,13331,"  31,06","  18,10",Bal.,01801,31.06,18.1
3,BENSAC,Philippe,M.,NCE,Nouveau Centre,991,"   2,31","   1,34",non,01801,2.31,1.34
4,DALLOIS,David,M.,DVD,Divers droite,2545,"   5,93","   3,45",non,01801,5.93,3.45
5,LEROY,Jérôme,M.,DVD,Divers droite,389,"   0,91","   0,52",non,01801,0.91,0.52
6,REDOIS,Philippe,M.,VEC,Europe-Ecologie-Les Verts,1061,"   2,47","   1,44",non,01801,2.47,1.44
7,CERVEAU,Sylvie,Mme,EXG,Extrême gauche,329,"   0,77","   0,44",non,01801,0.77,0.44
8,BEDIN,Yannick,M.,FG,Front de gauche,4297,"  10,01","   5,83",non,01801,10.01,5.83
9,AVRIL,Marie,Mme,EXG,Extrême gauche,174,"   0,41","   0,23",non,01801,0.41,0.23
10,AVON,Danielle,Mme,FN,Front National,5255,"  12,24","   7,13",non,01801,12.24,7.13
1,GUILLE,Bernadette,Mme,PRV,Parti radical,1037,"   2,74","   1,47",non,01802,2.74,1.47
2,LASSERRE,Michel,M.,EXG,Extrême gauche,412,"   1,09","   0,58",non,01802,1.09,0.58
3,SANSU,Nicolas,M.,FG,Front de gauche,10958,"  28,94","  15,62",Bal.,01802,28.94,15.62
4,CRESPEL,Maria,Mme,UMP,Union pour un Mouvement Populaire,7553,"  19,95","  10,77",non,01802,19.95,10.77
5,SCHEID,François,M.,FN,Front National,6222,"  16,43","   8,87",non,01802,16.43,8.87
6,LECHELON,Marie-José,Mme,VEC,Europe-Ecologie-Les Verts,1039,"   2,74","   1,48",non,01802,2.74,1.48
7,ROBIN,Régis,M.,EXG,Extrême gauche,439,"   1,16","   0,62",non,01802,1.16,0.62
8,SINSOULIER-BIGOT,Agnès,Mme,SOC,Socialiste,10202,"  26,95","  14,54",Bal.,01802,26.95,14.54
1,MECHIN,Nadine,Mme,FG,Front de gauche,3825,"   7,43","   4,38",non,01803,7.43,4.38
2,MAURY,Mireille,Mme,DVD,Divers droite,662,"   1,29","   0,75",non,01803,1.29,0.75
3,BELLET,Eric,M.,EXG,Extrême gauche,313,"   0,61","   0,35",non,01803,0.61,0.35
4,LE MINTIER,Erwan,M.,FN,Front National,7962,"  15,47","   9,13",non,01803,15.47,9.13
5,COSYNS,Louis,M.,UMP,Union pour un Mouvement Populaire,15380,"  29,89","  17,64",Bal.,01803,29.89,17.64
6,MROZEK,Michel,M.,CEN,Le Centre pour la France,2040,"   3,96","   2,33",non,01803,3.96,2.33
7,GALUT,Yann,M.,SOC,Socialiste,19979,"  38,83","  22,91",Bal.,01803,38.83,22.91
